,customer_id,cluster_label,gender,past_3_years_bike_related_purchases,job_title,wealth_segment,deceased_indicator,owns_car,tenure,age
2536,2656,0,F,80,Statistician III,Mass Customer,N,Yes,10.0,61.0
2537,2657,1,M,20,Recruiter,Mass Customer,N,No,5.0,29.0
2538,2658,1,F,82,Manufacturing,Mass Customer,N,Yes,6.0,57.0
2539,2659,1,F,81,Professor,High Net Worth,N,Yes,11.0,46.0
2540,2660,1,M,44,Retail,High Net Worth,N,Yes,19.0,57.0
2541,2661,1,F,59,VP Marketing,High Net Worth,N,Yes,12.0,44.0
2542,2662,1,F,53,Accountant IV,Mass Customer,N,Yes,16.0,43.0
2543,2663,1,M,69,Environmental Tech,Mass Customer,N,Yes,19.0,64.0
2544,2664,1,M,83,Engineer II,Mass Customer,N,No,15.0,55.0
2545,2665,1,M,43,Project Manager,Mass Customer,N,Yes,17.0,56.0
2546,2666,0,M,2,Occupational Therapist,Mass Customer,N,No,9.0,50.0
2547,2667,1,F,65,Product Engineer,Affluent Customer,N,Yes,6.0,62.0
2548,2668,1,M,27,Senior Quality Engineer,Mass Customer,N,No,18.0,42.0
2549,2669,1,M,95,Business Systems Development Analyst,Affluent Customer,N,No,1.0,26.0
2550,2670,0,M,53,VP Accounting,High Net Worth,N,Yes,18.0,43.0
2551,2671,1,F,11,Analyst Programmer,Mass Customer,N,No,11.0,30.0
2552,2672,1,M,21,Clinical Specialist,Affluent Customer,N,No,4.0,35.0
2553,2673,1,F,27,Software Consultant,Mass Customer,N,Yes,14.0,36.0
2554,2674,0,F,59,Food Chemist,High Net Worth,N,No,5.0,28.0
2555,2675,1,F,24,Media Manager IV,Mass Customer,N,No,7.0,48.0
2556,2676,0,M,33,Product Engineer,Mass Customer,N,Yes,12.0,64.0
2557,2677,0,M,34,Financial Services,Mass Customer,N,No,10.0,66.0
2558,2678,0,M,33,Sales Associate,Mass Customer,N,No,11.0,44.0
2559,2679,0,M,5,Director of Sales,High Net Worth,N,No,10.0,30.0
2560,2680,0,F,0,Financial Analyst,Mass Customer,N,Yes,14.0,61.0
2561,2681,0,F,78,Programmer Analyst III,Affluent Customer,N,Yes,18.0,46.0
2562,2682,1,F,54,Accountant III,High Net Worth,N,Yes,20.0,33.0
2563,2683,1,F,81,Biostatistician II,Affluent Customer,N,Yes,6.0,56.0
2564,2684,1,M,96,Health Coach IV,Mass Customer,N,Yes,12.0,57.0
2565,2686,1,M,63,Automation Specialist II,Affluent Customer,N,No,4.0,24.0
2566,2687,0,M,67,Chemical Engineer,High Net Worth,N,Yes,20.0,59.0
2567,2688,1,M,53,Database Administrator III,Mass Customer,N,No,13.0,43.0
2568,2689,0,M,17,Senior Developer,Mass Customer,N,No,10.0,43.0
2569,2690,1,F,17,Registered Nurse,Affluent Customer,N,Yes,12.0,40.0
2570,2691,0,M,41,Librarian,Mass Customer,N,No,18.0,45.0
2571,2692,0,F,57,Research Associate,High Net Worth,N,Yes,22.0,32.0
2572,2693,1,M,91,Research Assistant III,High Net Worth,N,Yes,16.0,53.0
2573,2694,1,F,48,Quality Engineer,Mass Customer,N,No,6.0,35.0
2574,2695,0,F,88,Statistician II,Mass Customer,N,Yes,19.0,44.0
2575,2698,1,F,19,Administrative Officer,High Net Worth,N,No,20.0,46.0
2576,2699,0,M,93,Account Representative IV,Affluent Customer,N,Yes,16.0,42.0
2577,2700,1,F,22,GIS Technical Architect,Mass Customer,N,No,2.0,26.0
2578,2701,1,F,13,Dental Hygienist,Affluent Customer,N,Yes,7.0,60.0
2579,2702,1,F,34,Electrical Engineer,Affluent Customer,N,Yes,11.0,44.0
2580,2703,1,F,37,Manufacturing,Affluent Customer,N,Yes,18.0,41.0
2581,2704,1,M,6,Account Representative IV,Affluent Customer,N,Yes,3.0,22.0
2582,2705,1,F,11,Nuclear Power Engineer,Mass Customer,N,No,3.0,24.0
2583,2706,0,M,59,Desktop Support Technician,Affluent Customer,N,No,6.0,56.0
2584,2707,1,M,56,Account Coordinator,High Net Worth,N,Yes,5.0,32.0
2585,2708,1,F,34,Product Engineer,Mass Customer,N,Yes,10.0,40.0
2586,2709,1,M,6,Financial Services,High Net Worth,N,No,6.0,26.0
2587,2710,1,M,77,Retail,Mass Customer,N,No,2.0,23.0
2588,2711,0,M,52,Biostatistician II,Affluent Customer,N,No,6.0,50.0
2589,2712,1,F,0,Tax Accountant,High Net Worth,N,Yes,11.0,33.0
2590,2713,1,M,55,Statistician II,Affluent Customer,N,Yes,5.0,66.0
2591,2714,1,F,50,Occupational Therapist,High Net Worth,N,Yes,1.0,23.0
2592,2715,1,M,27,Civil Engineer,Affluent Customer,N,No,11.0,58.0
2593,2716,1,F,46,Systems Administrator I,Mass Customer,N,No,7.0,53.0
2594,2717,0,M,31,Registered Nurse,Mass Customer,N,No,13.0,40.0
2595,2718,1,M,69,Software Test Engineer II,High Net Worth,N,Yes,14.0,44.0
2596,2719,1,M,69,Teacher,Affluent Customer,N,Yes,6.0,32.0
2597,2720,0,F,0,Account Coordinator,High Net Worth,N,No,10.0,37.0
2598,2721,0,M,3,Manufacturing,Mass Customer,N,Yes,17.0,52.0
2599,2722,0,F,1,Health,Mass Customer,N,No,8.0,34.0
2600,2723,0,F,71,Associate Professor,Mass Customer,N,Yes,18.0,43.0
2601,2724,0,M,92,Mechanical Systems Engineer,Mass Customer,N,No,4.0,27.0
2602,2725,1,F,20,Senior Quality Engineer,Affluent Customer,N,No,11.0,55.0
2603,2726,0,M,49,Administrative Officer,Affluent Customer,N,No,4.0,45.0
2604,2727,0,F,88,Administrative Officer,High Net Worth,N,Yes,2.0,32.0
2605,2728,1,F,55,Physical Therapy Assistant,High Net Worth,N,No,19.0,62.0
2606,2729,1,F,76,General Manager,Mass Customer,N,Yes,1.0,20.0
2607,2730,1,M,15,Senior Financial Analyst,Mass Customer,N,No,11.0,60.0
2608,2731,0,F,74,Accounting Assistant III,Mass Customer,N,Yes,1.0,20.0
2609,2732,1,F,36,Help Desk Operator,Mass Customer,N,No,7.0,60.0
2610,2733,1,F,89,Analog Circuit Design manager,Mass Customer,N,Yes,17.0,36.0
2611,2734,0,F,35,Manufacturing,High Net Worth,N,No,10.0,64.0
2612,2735,1,M,18,Associate Professor,High Net Worth,N,Yes,14.0,62.0
2613,2736,1,M,40,Accounting Assistant IV,Affluent Customer,N,Yes,9.0,28.0
2614,2737,1,M,28,Retail,Mass Customer,N,Yes,3.0,22.0
2615,2738,1,F,77,Research Nurse,Mass Customer,N,No,5.0,24.0
2616,2739,1,M,48,Mechanical Systems Engineer,High Net Worth,N,Yes,15.0,35.0
2617,2740,1,F,61,Administrative Officer,Affluent Customer,N,Yes,12.0,58.0
2618,2741,0,M,6,Statistician II,High Net Worth,N,No,4.0,22.0
2619,2742,1,M,50,Actuary,High Net Worth,N,Yes,15.0,42.0
2620,2743,1,M,67,Social Worker,High Net Worth,N,Yes,20.0,41.0
2621,2744,0,M,59,Senior Financial Analyst,Mass Customer,N,No,3.0,22.0
2622,2745,0,F,8,Chemical Engineer,Mass Customer,N,Yes,18.0,44.0
2623,2746,1,F,97,Actuary,High Net Worth,N,Yes,7.0,67.0
2624,2747,0,F,5,Software Test Engineer III,Affluent Customer,N,No,11.0,65.0
2625,2748,1,F,96,Quality Engineer,Mass Customer,N,No,4.0,53.0
2626,2749,0,M,3,Sales Representative,Mass Customer,N,No,5.0,42.0
2627,2750,1,F,42,Property,High Net Worth,N,No,20.0,40.0
2628,2751,1,M,94,Sales Associate,High Net Worth,N,Yes,12.0,41.0
2629,2752,1,F,11,Sales Representative,Affluent Customer,N,Yes,14.0,60.0
2630,2753,1,M,26,Nuclear Power Engineer,Mass Customer,N,Yes,7.0,36.0
2631,2754,1,M,17,Chief Design Engineer,Mass Customer,N,No,11.0,57.0
2632,2755,0,F,66,Automation Specialist I,Mass Customer,N,Yes,1.0,21.0
2633,2756,0,F,11,Entertainment,Mass Customer,N,No,8.0,52.0
2634,2757,0,F,65,Financial Services,Affluent Customer,N,No,8.0,60.0
2635,2758,1,M,17,Manufacturing,Affluent Customer,N,No,19.0,65.0
2636,2759,1,F,16,Operator,Affluent Customer,N,Yes,1.0,19.0
2637,2760,0,M,55,Teacher,Mass Customer,N,No,11.0,45.0
2638,2761,1,F,78,Information Systems Manager,Mass Customer,N,No,19.0,59.0
2639,2762,0,F,34,Manufacturing,Mass Customer,N,No,9.0,28.0
2640,2763,0,F,30,Actuary,Mass Customer,N,Yes,10.0,42.0
2641,2764,0,F,12,Financial Services,Mass Customer,N,Yes,20.0,66.0
2642,2765,0,M,68,IT,Mass Customer,N,Yes,7.0,36.0
2643,2766,1,F,93,Financial Advisor,High Net Worth,N,Yes,8.0,32.0
2644,2767,1,F,84,Desktop Support Technician,High Net Worth,N,No,22.0,33.0
2645,2768,1,M,86,Executive Secretary,Mass Customer,N,No,3.0,25.0
2646,2769,1,M,31,Product Engineer,Affluent Customer,N,Yes,15.0,42.0
2647,2770,1,M,24,VP Quality Control,High Net Worth,N,Yes,13.0,44.0
2648,2771,1,F,6,Recruiting Manager,Affluent Customer,N,Yes,10.0,51.0
2649,2772,0,M,15,Quality Engineer,Affluent Customer,N,Yes,13.0,66.0
2650,2773,0,M,69,Structural Engineer,Mass Customer,N,Yes,20.0,45.0
2651,2774,0,F,50,Manufacturing,Mass Customer,N,No,14.0,64.0
2652,2775,1,F,40,Account Executive,Mass Customer,N,Yes,7.0,54.0
2653,2777,0,F,0,Safety Technician III,Mass Customer,N,Yes,1.0,24.0
2654,2778,1,M,50,Paralegal,Mass Customer,N,No,12.0,42.0
2655,2780,0,M,77,Actuary,Affluent Customer,N,Yes,16.0,35.0
2656,2781,0,F,4,VP Sales,Affluent Customer,N,Yes,5.0,23.0
2657,2782,0,F,91,Tax Accountant,Mass Customer,N,No,12.0,32.0
2658,2783,1,M,14,Sales Representative,Affluent Customer,N,Yes,7.0,42.0
2659,2784,1,M,6,Geological Engineer,Mass Customer,N,No,13.0,31.0
2660,2785,0,F,9,Human Resources Manager,Mass Customer,N,No,8.0,39.0
2661,2786,1,M,94,Accountant III,Mass Customer,N,Yes,11.0,53.0
2662,2787,0,F,92,Marketing Assistant,Affluent Customer,N,Yes,6.0,40.0
2663,2788,0,F,45,Social Worker,Affluent Customer,N,No,4.0,52.0
2664,2789,1,F,66,Senior Editor,Affluent Customer,N,Yes,7.0,28.0
2665,2790,0,F,16,Account Representative IV,High Net Worth,N,Yes,20.0,43.0
2666,2791,1,M,72,Financial Advisor,Mass Customer,N,No,3.0,33.0
2667,2792,1,F,22,Web Developer I,Mass Customer,N,Yes,12.0,57.0
2668,2793,0,M,77,Research Nurse,Affluent Customer,N,Yes,14.0,49.0
2669,2794,1,F,41,Social Worker,Mass Customer,N,Yes,18.0,45.0
2670,2795,1,F,9,Research Assistant III,Mass Customer,N,No,17.0,55.0
2671,2796,1,F,52,Web Designer II,Mass Customer,N,No,9.0,43.0
2672,2797,1,F,6,IT,Mass Customer,N,Yes,14.0,35.0
2673,2798,0,M,59,Recruiter,High Net Worth,N,Yes,5.0,56.0
2674,2799,0,F,80,VP Product Management,Mass Customer,N,Yes,18.0,47.0
2675,2800,0,F,29,Cost Accountant,Mass Customer,N,No,2.0,33.0
2676,2801,1,F,15,Health,Mass Customer,N,No,10.0,56.0
2677,2802,0,F,36,Programmer Analyst I,Mass Customer,N,No,3.0,24.0
2678,2803,1,F,95,Senior Editor,Mass Customer,N,Yes,11.0,50.0
2679,2804,1,M,61,Nurse Practicioner,Mass Customer,N,Yes,5.0,56.0
2680,2805,1,F,0,Manufacturing,High Net Worth,N,No,4.0,28.0
2681,2806,0,M,60,Programmer Analyst II,Mass Customer,N,Yes,3.0,34.0
2682,2807,1,F,9,Senior Editor,Mass Customer,N,Yes,11.0,63.0
2683,2808,1,M,68,Actuary,Mass Customer,N,Yes,1.0,19.0
2684,2809,0,F,44,Statistician IV,Mass Customer,N,No,10.0,51.0
2685,2810,0,M,27,Property,Mass Customer,N,Yes,15.0,59.0
2686,2811,1,F,29,Internal Auditor,Mass Customer,N,No,22.0,44.0
2687,2812,1,F,16,Budget/Accounting Analyst IV,High Net Worth,N,Yes,1.0,20.0
2688,2813,1,F,51,Chemical Engineer,Mass Customer,N,Yes,11.0,67.0
2689,2814,0,M,42,Junior Executive,High Net Worth,N,Yes,18.0,35.0
2690,2815,1,M,50,Health,Mass Customer,N,No,19.0,66.0
2691,2816,0,F,87,Administrative Assistant II,Mass Customer,N,Yes,14.0,31.0
2692,2817,1,F,33,Senior Financial Analyst,Affluent Customer,N,Yes,6.0,34.0
2693,2818,0,M,82,Software Test Engineer I,Affluent Customer,N,No,7.0,65.0
2694,2819,1,M,63,Executive Secretary,Affluent Customer,N,No,14.0,43.0
2695,2820,0,M,44,Engineer I,Affluent Customer,N,Yes,16.0,42.0
2696,2821,1,M,13,Human Resources Assistant III,Affluent Customer,N,No,11.0,36.0
2697,2822,1,F,83,Professor,Mass Customer,N,No,3.0,39.0
2698,2823,1,M,98,Budget/Accounting Analyst IV,Mass Customer,N,No,7.0,50.0
2699,2824,1,M,41,Assistant Media Planner,Affluent Customer,N,No,7.0,25.0
2700,2825,0,F,28,Budget/Accounting Analyst IV,Affluent Customer,N,Yes,19.0,49.0
2701,2826,0,F,73,Web Developer II,Mass Customer,N,No,15.0,58.0
2702,2827,0,F,17,Financial Services,High Net Worth,N,No,14.0,47.0
2703,2828,1,F,37,Health,High Net Worth,N,Yes,4.0,22.0
2704,2829,1,F,2,Electrical Engineer,High Net Worth,N,No,11.0,41.0
2705,2830,0,M,39,Computer Systems Analyst II,High Net Worth,N,No,9.0,62.0
2706,2831,0,F,16,Programmer Analyst I,Mass Customer,N,Yes,11.0,53.0
2707,2832,1,M,9,Recruiter,Mass Customer,N,Yes,9.0,44.0
2708,2833,0,M,60,IT,Mass Customer,N,Yes,3.0,21.0
2709,2834,1,M,33,Retail,Affluent Customer,N,No,9.0,40.0
2710,2835,0,F,30,Environmental Specialist,Affluent Customer,N,No,2.0,23.0
2711,2836,1,F,80,Clinical Specialist,Mass Customer,N,No,16.0,57.0
2712,2837,0,F,81,Retail,Mass Customer,N,No,10.0,33.0
2713,2838,0,F,14,Payment Adjustment Coordinator,High Net Worth,N,No,21.0,44.0
2714,2839,0,F,12,Assistant Media Planner,Mass Customer,N,No,10.0,43.0
2715,2840,1,M,63,Recruiter,Mass Customer,N,Yes,9.0,28.0
2716,2841,0,F,19,Recruiting Manager,Mass Customer,N,No,16.0,58.0
2717,2842,1,F,80,Health,Mass Customer,N,No,6.0,52.0
2718,2843,1,F,42,Recruiter,Affluent Customer,N,Yes,5.0,53.0
2719,2844,0,F,98,Financial Services,Mass Customer,N,Yes,13.0,45.0
2720,2845,0,F,1,Staff Accountant III,Mass Customer,N,No,11.0,46.0
2721,2846,0,F,66,Nurse,Mass Customer,N,No,14.0,50.0
2722,2847,0,F,50,Occupational Therapist,Mass Customer,N,No,12.0,45.0
2723,2848,1,F,42,Analyst Programmer,Mass Customer,N,Yes,13.0,54.0
2724,2850,0,F,74,Director of Sales,Mass Customer,N,Yes,5.0,48.0
2725,2851,0,M,36,Programmer IV,Affluent Customer,N,Yes,16.0,45.0
2726,2852,1,F,20,Biostatistician I,High Net Worth,N,Yes,14.0,49.0
2727,2853,0,M,65,Executive Secretary,High Net Worth,N,Yes,7.0,35.0
2728,2855,0,F,81,Nurse Practicioner,Mass Customer,N,Yes,17.0,45.0
2729,2856,1,F,53,Marketing Manager,Mass Customer,N,Yes,13.0,44.0
2730,2857,1,F,9,Biostatistician I,Mass Customer,N,Yes,17.0,64.0
2731,2858,1,M,4,Recruiting Manager,Mass Customer,N,Yes,1.0,19.0
2732,2859,0,F,98,Assistant Professor,High Net Worth,N,No,5.0,27.0
2733,2860,1,F,13,Physical Therapy Assistant,Mass Customer,N,No,1.0,25.0
2734,2861,1,F,4,VP Quality Control,Mass Customer,N,Yes,4.0,46.0
2735,2862,1,M,46,Cost Accountant,Mass Customer,N,No,10.0,33.0
2736,2863,1,M,90,Internal Auditor,Mass Customer,N,No,16.0,56.0
2737,2864,1,F,36,Analog Circuit Design manager,Mass Customer,N,No,21.0,46.0
2738,2865,1,F,11,Electrical Engineer,High Net Worth,N,No,3.0,23.0
2739,2866,0,M,10,Health,High Net Worth,N,No,7.0,25.0
2740,2867,1,M,53,Sales Associate,High Net Worth,N,No,12.0,65.0
2741,2868,0,F,20,Technical Writer,High Net Worth,N,No,10.0,48.0
2742,2869,1,F,19,Manufacturing,Affluent Customer,N,No,2.0,20.0
2743,2871,0,M,49,Assistant Media Planner,High Net Worth,N,Yes,15.0,43.0
2744,2872,1,F,52,Assistant Professor,Affluent Customer,N,Yes,17.0,47.0
2745,2873,0,F,59,Cost Accountant,Mass Customer,N,No,13.0,39.0
2746,2874,0,F,97,Nuclear Power Engineer,Affluent Customer,N,No,18.0,43.0
2747,2875,0,M,71,Financial Analyst,High Net Worth,N,No,2.0,22.0
2748,2876,1,M,68,General Manager,High Net Worth,N,No,10.0,40.0
2749,2877,0,M,59,Senior Sales Associate,Affluent Customer,N,Yes,18.0,53.0
2750,2878,0,M,73,Analog Circuit Design manager,Mass Customer,N,Yes,9.0,35.0
2751,2879,0,F,62,Executive Secretary,Mass Customer,N,Yes,5.0,47.0
2752,2880,0,M,43,Legal Assistant,Mass Customer,N,No,7.0,53.0
2753,2881,0,M,71,Associate Professor,Affluent Customer,N,Yes,11.0,58.0
2754,2882,0,F,62,Chief Design Engineer,Mass Customer,N,No,9.0,35.0
2755,2883,1,M,84,Paralegal,Mass Customer,N,Yes,2.0,25.0
2756,2884,0,F,99,Assistant Professor,Mass Customer,N,No,15.0,59.0
2757,2885,0,F,70,Compensation Analyst,Mass Customer,N,Yes,4.0,51.0
2758,2886,0,F,39,Nurse Practicioner,Mass Customer,N,No,14.0,59.0
2759,2887,1,M,42,Speech Pathologist,High Net Worth,N,Yes,18.0,47.0
2760,2888,0,M,37,Project Manager,High Net Worth,N,Yes,16.0,58.0
2761,2889,1,M,55,Assistant Professor,Mass Customer,N,Yes,8.0,35.0
2762,2890,1,M,64,Speech Pathologist,Affluent Customer,N,Yes,20.0,61.0
2763,2891,1,F,5,Nuclear Power Engineer,High Net Worth,N,Yes,12.0,34.0
2764,2892,1,M,59,Junior Executive,Affluent Customer,N,Yes,7.0,55.0
2765,2893,1,M,84,Analog Circuit Design manager,Mass Customer,N,No,11.0,40.0
2766,2894,1,M,91,Geologist III,Mass Customer,N,Yes,22.0,44.0
2767,2895,0,F,85,Librarian,Mass Customer,N,Yes,5.0,54.0
2768,2896,1,F,5,Financial Advisor,Mass Customer,N,Yes,12.0,51.0
2769,2897,1,F,94,Assistant Professor,Affluent Customer,N,No,5.0,59.0
2770,2898,0,F,81,VP Sales,Affluent Customer,N,Yes,5.0,55.0
2771,2899,1,F,13,Nuclear Power Engineer,High Net Worth,N,No,4.0,31.0
2772,2900,1,M,29,Occupational Therapist,Mass Customer,N,Yes,18.0,34.0
2773,2901,0,M,77,Manufacturing,Mass Customer,N,Yes,6.0,25.0
2774,2902,1,F,57,Human Resources Manager,Mass Customer,N,Yes,7.0,46.0
2775,2903,0,M,47,Operator,Affluent Customer,N,Yes,9.0,43.0
2776,2904,0,F,26,Software Test Engineer III,High Net Worth,N,Yes,11.0,43.0
2777,2905,1,F,34,Account Representative I,Mass Customer,N,No,14.0,56.0
2778,2906,0,F,93,GIS Technical Architect,Mass Customer,N,Yes,4.0,28.0
2779,2907,1,M,89,Senior Financial Analyst,High Net Worth,N,No,8.0,44.0
2780,2908,0,F,42,Social Worker,Affluent Customer,N,Yes,11.0,65.0
2781,2909,1,F,31,Associate Professor,High Net Worth,N,No,6.0,41.0
2782,2910,0,F,15,Registered Nurse,Mass Customer,N,Yes,12.0,58.0
2783,2911,1,F,55,Assistant Media Planner,Mass Customer,N,No,11.0,53.0
2784,2913,0,M,44,VP Quality Control,Affluent Customer,N,Yes,14.0,65.0
2785,2914,1,F,76,Health Coach IV,Affluent Customer,N,Yes,11.0,38.0
2786,2915,1,F,32,Budget/Accounting Analyst IV,Mass Customer,N,No,17.0,45.0
2787,2916,0,M,23,Product Engineer,Affluent Customer,N,Yes,9.0,51.0
2788,2917,0,M,21,Manufacturing,Affluent Customer,N,No,18.0,44.0
2789,2918,1,F,58,Financial Services,Mass Customer,N,Yes,5.0,32.0
2790,2919,1,M,47,Safety Technician I,High Net Worth,N,Yes,8.0,56.0
2791,2921,1,F,15,Financial Services,Mass Customer,N,No,7.0,45.0
2792,2922,1,M,34,Sales Associate,Affluent Customer,N,Yes,10.0,39.0
2793,2923,0,F,46,Teacher,Affluent Customer,N,Yes,4.0,49.0
2794,2924,0,F,79,Assistant Media Planner,Mass Customer,N,Yes,6.0,33.0
2795,2925,1,M,36,Business Systems Development Analyst,Affluent Customer,N,Yes,19.0,42.0
2796,2926,0,F,27,Research Nurse,High Net Worth,N,No,12.0,58.0
2797,2927,1,M,49,VP Sales,Affluent Customer,N,Yes,14.0,60.0
2798,2928,0,M,92,Office Assistant I,Mass Customer,N,No,5.0,28.0
2799,2929,0,M,97,Nurse,Mass Customer,N,No,2.0,21.0
2800,2930,0,M,46,Assistant Media Planner,Mass Customer,N,No,3.0,23.0
2801,2931,0,M,61,Executive Secretary,Mass Customer,N,Yes,6.0,42.0
2802,2932,1,M,4,Account Representative I,Mass Customer,N,No,17.0,36.0
2803,2933,1,M,61,Administrative Officer,Affluent Customer,N,Yes,6.0,35.0
2804,2934,0,F,26,Media Manager III,Mass Customer,N,Yes,9.0,35.0
2805,2935,1,F,41,Manufacturing,Mass Customer,N,No,17.0,43.0
2806,2936,0,F,23,Project Manager,Mass Customer,N,Yes,11.0,36.0
2807,2937,1,F,47,Computer Systems Analyst I,Mass Customer,N,No,15.0,46.0
2808,2938,1,M,79,Assistant Manager,Affluent Customer,N,No,2.0,21.0
2809,2939,1,F,38,GIS Technical Architect,Mass Customer,N,Yes,17.0,34.0
2810,2940,0,M,83,Business Systems Development Analyst,Affluent Customer,N,Yes,14.0,50.0
2811,2941,0,F,38,Retail,Mass Customer,N,No,10.0,57.0
2812,2942,1,M,10,Software Engineer III,High Net Worth,N,No,10.0,50.0
2813,2943,1,M,65,VP Sales,High Net Worth,N,No,17.0,42.0
2814,2944,1,M,45,Environmental Specialist,Affluent Customer,N,No,7.0,43.0
2815,2945,0,M,79,Safety Technician IV,Mass Customer,N,No,18.0,48.0
2816,2946,1,M,14,Property,Mass Customer,N,Yes,7.0,30.0
2817,2947,1,M,75,Manufacturing,Mass Customer,N,No,11.0,43.0
2818,2948,0,M,23,Internal Auditor,Mass Customer,N,Yes,2.0,24.0
2819,2949,0,F,68,Telecommunications,Mass Customer,N,No,17.0,43.0
2820,2950,1,M,19,Software Engineer I,Mass Customer,N,Yes,10.0,66.0
2821,2951,1,M,13,Community Outreach Specialist,High Net Worth,N,No,12.0,43.0
2822,2952,0,F,28,Senior Developer,High Net Worth,N,Yes,16.0,46.0
2823,2953,1,M,45,Recruiting Manager,High Net Worth,N,Yes,8.0,48.0
2824,2954,1,F,23,Pharmacist,Mass Customer,N,No,16.0,47.0
2825,2955,0,M,74,Community Outreach Specialist,High Net Worth,N,No,13.0,31.0
2826,2956,1,M,17,Quality Control Specialist,Mass Customer,N,Yes,19.0,61.0
2827,2957,1,M,66,Social Worker,Affluent Customer,N,No,11.0,51.0
2828,2958,1,M,10,Health Coach II,Affluent Customer,N,Yes,14.0,45.0
2829,2959,1,F,1,Registered Nurse,Mass Customer,N,Yes,11.0,67.0
2830,2960,1,F,6,Design Engineer,Mass Customer,N,Yes,16.0,44.0
2831,2961,1,M,56,Assistant Manager,Mass Customer,N,Yes,12.0,46.0
2832,2962,1,F,26,Information Systems Manager,Mass Customer,N,No,15.0,49.0
2833,2964,1,F,36,Product Engineer,Mass Customer,N,Yes,14.0,47.0
2834,2966,1,F,81,Dental Hygienist,Mass Customer,N,Yes,5.0,51.0
2835,2967,1,M,60,Social Worker,Affluent Customer,N,Yes,20.0,41.0
2836,2968,1,M,38,Human Resources Assistant III,High Net Worth,N,No,16.0,43.0
2837,2969,1,M,12,Database Administrator IV,Mass Customer,N,Yes,6.0,46.0
2838,2970,1,F,64,Software Consultant,Mass Customer,N,No,5.0,28.0
2839,2971,1,F,5,Marketing Assistant,High Net Worth,N,Yes,8.0,53.0
2840,2973,1,M,34,Senior Developer,High Net Worth,N,No,5.0,48.0
2841,2974,0,F,1,Engineer IV,High Net Worth,N,No,15.0,45.0
2842,2975,0,F,67,Senior Cost Accountant,Mass Customer,N,No,14.0,40.0
2843,2976,0,M,16,Tax Accountant,Mass Customer,N,Yes,8.0,56.0
2844,2977,1,F,28,Community Outreach Specialist,Affluent Customer,N,No,18.0,43.0
2845,2978,1,M,96,Programmer IV,Affluent Customer,N,No,10.0,46.0
2846,2979,0,F,39,Tax Accountant,Mass Customer,N,No,18.0,44.0
2847,2980,0,F,27,Chemical Engineer,Mass Customer,N,No,4.0,41.0
2848,2981,1,M,26,Sales Representative,High Net Worth,N,Yes,21.0,41.0
2849,2982,0,F,30,Senior Cost Accountant,Mass Customer,N,Yes,11.0,38.0
2850,2983,0,M,2,Human Resources Manager,Mass Customer,N,Yes,17.0,36.0
2851,2984,0,F,48,Payment Adjustment Coordinator,Mass Customer,N,Yes,13.0,61.0
2852,2985,1,M,69,Sales Representative,Affluent Customer,N,Yes,14.0,34.0
2853,2986,0,M,60,Financial Services,Mass Customer,N,No,13.0,40.0
2854,2987,0,F,51,Media Manager II,High Net Worth,N,Yes,4.0,36.0
2855,2988,1,F,20,Administrative Officer,Mass Customer,N,Yes,1.0,23.0
2856,2989,1,M,37,Dental Hygienist,High Net Worth,N,Yes,2.0,20.0
2857,2990,1,M,65,GIS Technical Architect,High Net Worth,N,No,8.0,43.0
2858,2991,1,F,48,Desktop Support Technician,Mass Customer,N,No,11.0,56.0
2859,2992,1,F,26,Clinical Specialist,Mass Customer,N,Yes,10.0,46.0
2860,2993,0,F,85,Graphic Designer,Affluent Customer,N,No,4.0,26.0
2861,2994,1,F,26,Accountant II,Mass Customer,N,Yes,18.0,44.0
2862,2995,1,M,60,Health,Mass Customer,N,Yes,2.0,24.0
2863,2996,0,F,67,Cost Accountant,Mass Customer,N,No,14.0,53.0
2864,2997,0,F,57,Computer Systems Analyst II,Affluent Customer,N,No,10.0,47.0
2865,2998,1,F,34,Nurse Practicioner,High Net Worth,N,Yes,2.0,20.0
2866,3000,1,M,28,Compensation Analyst,Affluent Customer,N,No,22.0,46.0
2867,3001,0,M,48,Engineer IV,Mass Customer,N,No,20.0,43.0
2868,3002,0,M,62,Paralegal,Mass Customer,N,Yes,16.0,64.0
2869,3003,1,F,72,Web Developer I,Mass Customer,N,Yes,4.0,57.0
2870,3004,1,M,82,Research Assistant II,Mass Customer,N,Yes,16.0,66.0
2871,3005,1,M,36,Human Resources Manager,Affluent Customer,N,Yes,8.0,52.0
2872,3007,0,M,38,Environmental Tech,Mass Customer,N,No,16.0,47.0
2873,3008,0,F,40,Health,High Net Worth,N,Yes,17.0,38.0
2874,3009,0,F,11,Health,High Net Worth,N,Yes,14.0,44.0
2875,3011,0,F,84,Staff Scientist,High Net Worth,N,No,3.0,26.0
2876,3013,1,F,94,Office Assistant III,High Net Worth,N,No,6.0,52.0
2877,3014,0,F,59,Software Engineer II,High Net Worth,N,No,1.0,20.0
2878,3015,0,F,25,Assistant Manager,Affluent Customer,N,No,1.0,20.0
2879,3016,1,M,25,Analog Circuit Design manager,High Net Worth,N,No,11.0,35.0
2880,3017,1,M,88,Operator,Affluent Customer,N,No,7.0,65.0
2881,3018,1,F,16,Recruiter,High Net Worth,N,Yes,15.0,49.0
